"416","2833"
"430","431"
"668","675"
"688","692"
"699","1056"
"712","713"
"749","752"
"755","766"
"813","815"
"816","972"
"819","1585"
"836","5155"
"859","675"
"935","949"
"936","938"
"941","1249"
"942","947"
"981","5163"
"989","5166"
"998","4264"
"999","1021"
"1022","1038"
"1024","5122"
"1025","3462"
"1110","4768"
"1126","1710"
"1128","5120"
"1129","5189"
"1148","1150"
"1156","5143"
"1167","5175"
"1186","1190"
"1193","1194"
"1233","1236"
"1255","1273"
"1274","1279"
"1286","5192"
"1292","1317"
"1307","5125"
"1333","1458"
"1345","1363"
"1365","1366"
"1379","746"
"1390","1407"
"1391","1450"
"1392","1423"
"1428","1433"
"1434","1438"
"1440","1441"
"1442","1443"
"1465","1464"
"1476","1554"
"1490","1658"
"1491","1692"
"1502","1512"
"1514","1517"
"1519","1521"
"1525","1526"
"1528","1530"
"1532","1529"
"1533","1534"
"1537","5107"
"1582","5148"
"1600","1615"
"1612","1605"
"1619","1199"
"1733","1734"
"1740","1748"
"1774","1788"
"1775","1818"
"1809","2071"
"1815","2061"
"1817","2178"
"1826","1901"
"1858","1861"
"1862","1864"
"1868","1874"
"1876","1879"
"1898","1905"
"1907","1909"
"1910","1911"
"1915","1916"
"1919","2326"
"1920","2323"
"2029","2100"
"2041","2051"
"2118","2143"
"2163","2166"
"2172","2173"
"2179","2180"
"2203","2289"
"2328","2332"
"2329","2330"
"2369","2466"
"2438","2499"
"2439","2476"
"2440","2484"
"2453","2590"
"2454","2598"
"2455","2601"
"2642","2681"
"2689","2695"
"2707","2998"
"2819","3107"
"2852","2854"
"2863","2866"
"2874","2878"
"2880","2886"
"3003","3004"
"3041","3092"
"3048","3050"
"3080","3075"
"3086","3074"
"3100","3089"
"3102","3088"
"3103","3092"
"3202","3210"
"3213","3217"
"3264","3272"
"3298","3303"
"3310","3333"
"3344","4852"
"3390","3401"
"3460","3463"
"3469","3474"
"3477","3611"
"3479","3483"
"3488","3486"
"3489","3484"
"3500","3517"
"3522","3511"
"3523","3473"
"3552","3541"
"3553","3472"
"3573","3572"
"3577","3567"
"3578","3566"
"3579","3556"
"3581","3539"
"3583","3548"
"3585","3546"
"3586","3532"
"3587","3544"
"3590","3474"
"3591","3474"
"3593","3652"
"3601","4132"
"3625","3626"
"3663","3655"
"3664","3919"
"3680","3620"
"3682","3681"
"3683","3685"
"3687","3605"
"3688","3609"
"3742","3316"
"3745","3328"
"3746","3311"
"3748","3335"
"3749","3321"
"3763","3760"
"3871","3882"
"3883","3888"
"3891","3892"
"3903","3904"
"3928","3930"
"3937","4007"
"3940","4259"
"3941","3888"
"3946","3895"
"3947","4008"
"3950","4258"
"3968","3973"
"3980","3981"
"3988","3990"
"3997","3894"
"4001","4012"
"4002","4256"
"4018","4009"
"4025","4015"
"4060","4061"
"4063","3881"
"4066","4070"
"4092","4093"
"4110","4115"
"4118","4119"
"4120","4211"
"4141","4143"
"4161","4162"
"4176","4179"
"4181","4190"
"4194","4133"
"4196","4199"
"4203","4204"
"4208","6004"
"4209","4794"
"4212","4217"
"4221","4223"
"4229","4230"
"4237","4191"
"4299","4162"
"4301","4304"
"4313","4315"
"4317","4320"
"4329","4357"
"4333","4337"
"4341","4343"
"4346","4347"
"4356","4361"
"4377","4382"
"4380","4390"
"4383","3917"
"4397","4399"
"4408","4162"
"4416","4417"
"4424","4427"
"4430","4425"
"4439","4440"
"4447","4453"
"4450","4998"
"4460","4393"
"4463","4389"
"4465","4570"
"4480","4535"
"4521","4558"
"4523","4539"
"4541","4684"
"4561","4305"
"4572","4575"
"4583","4585"
"4588","4592"
"4596","4600"
"4604","4607"
"4609","4610"
"4613","3755"
"4628","4632"
"4637","4732"
"4638","4708"
"4639","4641"
"4643","4651"
"4672","4742"
"4674","4711"
"4675","4738"
"4676","4718"
"4677","4735"
"4678","4721"
"4679","4714"
"4693","4700"
"4771","5255"
"4772","4775"
"4788","4816"
"4790","4824"
"4797","4800"
"4802","4803"
"4806","4807"
"4828","4830"
"4839","4909"
"4844","4910"
"4864","4921"
"4865","4914"
"4866","4927"
"4887","4920"
"4888","4936"
"4889","4940"
"4890","4922"
"4891","4959"
"4892","5083"
"4893","5384"
"4895","5353"
"4896","4456"
"4897","4910"
"4898","5394"
"4980","4989"
"4992","4982"
"4994","4985"
"5002","5003"
"5004","5000"
"5045","5046"
"5049","5051"
"5060","3755"
"5183","5206"
"5198","5213"
"5199","5218"
"5200","5282"
"5201","5286"
"5202","5288"
"5220","5216"
"5221","5284"
"5222","5294"
"5224","5292"
"5227","5300"
"5228","5302"
"5229","5272"
